candidate_id,window_size,alphabet_size,suffix_max_order,suffix_min_context_count,suffix_smoothing_alpha,anomaly_threshold,scenario,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,f1_score_min,num_contexts_mean,transition_density_mean
31,3,3,4,2,0.1,0.5,original,0.6748742530040313,0.0636277726008095,0.4266067054218025,0.28853635079686885,0.2244589028681429,0.14064767759457913,0.25602589508991597,0.1223719399656092,0.10272873194221509,268.8,0.09697442078859805
31,3,3,4,2,0.1,0.5,unseen_data,0.08,0.1788854381999832,0.05,0.1118033988749895,0.2,0.447213595499958,0.08,0.1788854381999832,0.0,268.8,0.09697442078859805
32,3,3,4,2,0.1,0.7,gaussian_noise,0.6255576809807311,0.11754064166061266,0.41226555744755355,0.2890030235584615,0.3684155302090041,0.20541192115094703,0.33928543940766076,0.1409573531664469,0.12380952380952381,268.8,0.09697442078859805
32,3,3,4,2,0.1,0.7,original,0.6329340313470718,0.11587053296321699,0.41534410532104893,0.28257558937493,0.3644017644513263,0.20143251669539522,0.34168767745076034,0.14489266800546777,0.12408759124087591,268.8,0.09697442078859805
32,3,3,4,2,0.1,0.7,unseen_data,0.04,0.0894427190999916,0.04,0.0894427190999916,0.2,0.447213595499958,0.06666666666666667,0.14907119849998596,0.0,268.8,0.09697442078859805
33,3,3,4,2,0.1,0.9,gaussian_noise,0.5710615240647584,0.16683998848366685,0.38708516279391236,0.2710851835363487,0.4783056666492225,0.23957490398380457,0.3777918660941773,0.1524132870884412,0.1437371663244353,268.8,0.09697442078859805
33,3,3,4,2,0.1,0.9,original,0.5788314903716121,0.16326373459611682,0.39069419776759845,0.2671807201365138,0.47330067268144305,0.24482966586107383,0.37725313918695313,0.15493064475699836,0.14629049111807732,268.8,0.09697442078859805
33,3,3,4,2,0.1,0.9,unseen_data,0.04,0.0894427190999916,0.04,0.0894427190999916,0.2,0.447213595499958,0.06666666666666667,0.14907119849998596,0.0,268.8,0.09697442078859805
34,3,3,4,2,0.5,0.5,gaussian_noise,0.6441839781116545,0.0932149409994461,0.41643740678533525,0.28946646011027816,0.3239712598950012,0.22304179987878633,0.30952104419794924,0.15117353574553155,0.11315789473684211,268.8,0.09697442078859805
34,3,3,4,2,0.5,0.5,original,0.6536313938515576,0.08671137466222284,0.4262700660956358,0.284230134546912,0.32748003182482577,0.22462557385302567,0.31562814176146403,0.1506848830601041,0.12239221140472879,268.8,0.09697442078859805
34,3,3,4,2,0.5,0.5,unseen_data,0.08,0.1788854381999832,0.05,0.1118033988749895,0.2,0.447213595499958,0.08,0.1788854381999832,0.0,268.8,0.09697442078859805
35,3,3,4,2,0.5,0.7,gaussian_noise,0.599967889732667,0.14001154362609716,0.3992598943833962,0.26890616717256843,0.4458477492349999,0.2254543848146113,0.37330414279895374,0.14749920477372103,0.1423948220064725,268.8,0.09697442078859805
35,3,3,4,2,0.5,0.7,original,0.611473107849885,0.134744907243344,0.40717835626511745,0.2665449005980133,0.4418352801272173,0.2303088549181533,0.3754819891568316,0.15242663411116278,0.14585635359116023,268.8,0.09697442078859805
35,3,3,4,2,0.5,0.7,unseen_data,0.04,0.0894427190999916,0.04,0.0894427190999916,0.2,0.447213595499958,0.06666666666666667,0.14907119849998596,0.0,268.8,0.09697442078859805
36,3,3,4,2,0.5,0.9,gaussian_noise,0.5705255133552537,0.1673312780214542,0.3417741040872812,0.1854100460867249,0.5655874621604445,0.24651482394564764,0.4193159404782366,0.20170761007871033,0.1437371663244353,268.8,0.09697442078859805
36,3,3,4,2,0.5,0.9,original,0.5774922668107016,0.16418569348973466,0.3456239278875854,0.1855139068805476,0.560582468192665,0.24394619004675722,0.4208046692894796,0.20081303528109207,0.14629049111807732,268.8,0.09697442078859805
36,3,3,4,2,0.5,0.9,unseen_data,0.04,0.0894427190999916,0.04,0.0894427190999916,0.2,0.447213595499958,0.06666666666666667,0.14907119849998596,0.0,268.8,0.09697442078859805
37,3,4,2,1,0.1,0.5,gaussian_noise,0.6076581940118033,0.06265356638688004,0.2569013479853462,0.1257984958511174,0.25199741453607966,0.14731740626335607,0.24809353799042028,0.12124876844279453,0.07602339181286549,100.2,0.07088107348946598
37,3,4,2,1,0.1,0.5,original,0.6136430856917913,0.06223861314772836,0.2606079721350408,0.13107660431359094,0.24797864874715167,0.14666538113035313,0.2485212534668082,0.12576385937252177,0.07007299270072993,100.2,0.07088107348946598
37,3,4,2,1,0.1,0.5,unseen_data,0.09523809523809523,0.21295885499997996,0.09,0.20124611797498107,0.2,0.4472135954999579,0.12413793103448276,0.27758085237928426,0.0,100.2,0.07088107348946598
38,3,4,2,1,0.1,0.7,gaussian_noise,0.5414758585836827,0.10665920980059104,0.25833491012737164,0.145457698892365,0.38192376762056257,0.2314588009720864,0.3005235801338741,0.15932518092973336,0.07866507747318235,100.2,0.07088107348946598
