accuracy,precision,recall,f1_score,scenario,dataset,fold,seed,window_size,alphabet_size,order,anomaly_threshold,num_states,vocab_size,num_transitions,transition_density
0.375,0.09090909090909091,1.0,0.16666666666666666,unseen_data,BATADAL,markov_sweep,999,4,3,2,0.03,184,65,301,0.02516722408026756
0.6195121951219512,0.06172839506172839,0.7142857142857143,0.11363636363636363,original,BATADAL,markov_sweep,42,4,3,2,0.02,184,65,301,0.02516722408026756
0.6292682926829268,0.06329113924050633,0.7142857142857143,0.11627906976744186,gaussian_noise,BATADAL,markov_sweep,42,4,3,2,0.02,184,65,301,0.02516722408026756
0.375,0.09090909090909091,1.0,0.16666666666666666,unseen_data,BATADAL,markov_sweep,42,4,3,2,0.02,184,65,301,0.02516722408026756
0.6195121951219512,0.06172839506172839,0.7142857142857143,0.11363636363636363,original,BATADAL,markov_sweep,123,4,3,2,0.02,184,65,301,0.02516722408026756
0.6195121951219512,0.05063291139240506,0.5714285714285714,0.09302325581395349,gaussian_noise,BATADAL,markov_sweep,123,4,3,2,0.02,184,65,301,0.02516722408026756
0.375,0.09090909090909091,1.0,0.16666666666666666,unseen_data,BATADAL,markov_sweep,123,4,3,2,0.02,184,65,301,0.02516722408026756
0.6195121951219512,0.06172839506172839,0.7142857142857143,0.11363636363636363,original,BATADAL,markov_sweep,2026,4,3,2,0.02,184,65,301,0.02516722408026756
0.6146341463414634,0.06097560975609756,0.7142857142857143,0.11235955056179775,gaussian_noise,BATADAL,markov_sweep,2026,4,3,2,0.02,184,65,301,0.02516722408026756
0.375,0.09090909090909091,1.0,0.16666666666666666,unseen_data,BATADAL,markov_sweep,2026,4,3,2,0.02,184,65,301,0.02516722408026756
0.6195121951219512,0.06172839506172839,0.7142857142857143,0.11363636363636363,original,BATADAL,markov_sweep,7,4,3,2,0.02,184,65,301,0.02516722408026756
0.624390243902439,0.0625,0.7142857142857143,0.11494252873563218,gaussian_noise,BATADAL,markov_sweep,7,4,3,2,0.02,184,65,301,0.02516722408026756
0.375,0.09090909090909091,1.0,0.16666666666666666,unseen_data,BATADAL,markov_sweep,7,4,3,2,0.02,184,65,301,0.02516722408026756
0.6195121951219512,0.06172839506172839,0.7142857142857143,0.11363636363636363,original,BATADAL,markov_sweep,999,4,3,2,0.02,184,65,301,0.02516722408026756
0.6195121951219512,0.06172839506172839,0.7142857142857143,0.11363636363636363,gaussian_noise,BATADAL,markov_sweep,999,4,3,2,0.02,184,65,301,0.02516722408026756
0.375,0.09090909090909091,1.0,0.16666666666666666,unseen_data,BATADAL,markov_sweep,999,4,3,2,0.02,184,65,301,0.02516722408026756
0.08292682926829269,0.035897435897435895,1.0,0.06930693069306931,original,BATADAL,markov_sweep,42,4,3,3,0.08,366,65,553,0.023245060949978982
0.0975609756097561,0.036458333333333336,1.0,0.07035175879396985,gaussian_noise,BATADAL,markov_sweep,42,4,3,3,0.08,366,65,553,0.023245060949978982
0.1875,0.07142857142857142,1.0,0.13333333333333333,unseen_data,BATADAL,markov_sweep,42,4,3,3,0.08,366,65,553,0.023245060949978982
0.08292682926829269,0.035897435897435895,1.0,0.06930693069306931,original,BATADAL,markov_sweep,123,4,3,3,0.08,366,65,553,0.023245060949978982
0.1024390243902439,0.03664921465968586,1.0,0.0707070707070707,gaussian_noise,BATADAL,markov_sweep,123,4,3,3,0.08,366,65,553,0.023245060949978982
0.1875,0.07142857142857142,1.0,0.13333333333333333,unseen_data,BATADAL,markov_sweep,123,4,3,3,0.08,366,65,553,0.023245060949978982
0.08292682926829269,0.035897435897435895,1.0,0.06930693069306931,original,BATADAL,markov_sweep,2026,4,3,3,0.08,366,65,553,0.023245060949978982
0.09268292682926829,0.03626943005181347,1.0,0.07,gaussian_noise,BATADAL,markov_sweep,2026,4,3,3,0.08,366,65,553,0.023245060949978982
0.1875,0.07142857142857142,1.0,0.13333333333333333,unseen_data,BATADAL,markov_sweep,2026,4,3,3,0.08,366,65,553,0.023245060949978982
0.08292682926829269,0.035897435897435895,1.0,0.06930693069306931,original,BATADAL,markov_sweep,7,4,3,3,0.08,366,65,553,0.023245060949978982
0.0975609756097561,0.036458333333333336,1.0,0.07035175879396985,gaussian_noise,BATADAL,markov_sweep,7,4,3,3,0.08,366,65,553,0.023245060949978982
0.1875,0.07142857142857142,1.0,0.13333333333333333,unseen_data,BATADAL,markov_sweep,7,4,3,3,0.08,366,65,553,0.023245060949978982
0.08292682926829269,0.035897435897435895,1.0,0.06930693069306931,original,BATADAL,markov_sweep,999,4,3,3,0.08,366,65,553,0.023245060949978982
0.08292682926829269,0.035897435897435895,1.0,0.06930693069306931,gaussian_noise,BATADAL,markov_sweep,999,4,3,3,0.08,366,65,553,0.023245060949978982
0.1875,0.07142857142857142,1.0,0.13333333333333333,unseen_data,BATADAL,markov_sweep,999,4,3,3,0.08,366,65,553,0.023245060949978982
0.11707317073170732,0.03723404255319149,1.0,0.07179487179487179,original,BATADAL,markov_sweep,42,4,3,3,0.07,366,65,553,0.023245060949978982
0.13170731707317074,0.03783783783783784,1.0,0.07291666666666667,gaussian_noise,BATADAL,markov_sweep,42,4,3,3,0.07,366,65,553,0.023245060949978982
0.4375,0.1,1.0,0.18181818181818182,unseen_data,BATADAL,markov_sweep,42,4,3,3,0.07,366,65,553,0.023245060949978982
0.11707317073170732,0.03723404255319149,1.0,0.07179487179487179,original,BATADAL,markov_sweep,123,4,3,3,0.07,366,65,553,0.023245060949978982
0.13658536585365855,0.03804347826086957,1.0,0.07329842931937172,gaussian_noise,BATADAL,markov_sweep,123,4,3,3,0.07,366,65,553,0.023245060949978982
0.4375,0.1,1.0,0.18181818181818182,unseen_data,BATADAL,markov_sweep,123,4,3,3,0.07,366,65,553,0.023245060949978982
0.11707317073170732,0.03723404255319149,1.0,0.07179487179487179,original,BATADAL,markov_sweep,2026,4,3,3,0.07,366,65,553,0.023245060949978982
