dataset,scenario,order,smoothing_alpha,decision_mode,score_window,score_threshold,max_mapping_distance,time_decay_enabled,time_decay_rate,time_decay_min_weight,time_decay_candidate,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,transition_density_mean,num_states_mean,num_transitions_mean
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.99,0.001,decay_rate_0.99_min_0.001,0.04975609756097561,0.013089178404876818,0.0346928058813233,0.000469679953264441,1.0,0.0,0.06705882352941177,0.0008768894029410978,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.99,0.01,decay_rate_0.99_min_0.01,0.10439024390243903,0.008162536844234885,0.034746137340002384,0.004488021400428964,0.9428571428571428,0.12777531299998798,0.06702212106335817,0.008671482344165989,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.99,0.05,decay_rate_0.99_min_0.05,0.6682926829268293,0.012436632959982413,0.0724828012335667,0.024355922234664883,0.7428571428571428,0.25555062599997597,0.13207415379300788,0.044470636246495235,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.995,0.001,decay_rate_0.995_min_0.001,0.38634146341463416,0.012626516200531502,0.04847011415806328,0.009404555908800448,0.9142857142857143,0.191662969499982,0.09205688609087595,0.017930992372979824,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.995,0.01,decay_rate_0.995_min_0.01,0.39121951219512197,0.012626516200531497,0.04884024676590466,0.009470808016253556,0.9142857142857143,0.191662969499982,0.09272414761319411,0.018051392240390728,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.995,0.05,decay_rate_0.995_min_0.05,0.7082926829268292,0.010575357750575035,0.07120758417063282,0.021230382769532777,0.6285714285714286,0.191662969499982,0.12791834925011125,0.03821867218094455,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.999,0.001,decay_rate_0.999_min_0.001,0.9239024390243904,0.009509067653472168,0.1732142857142857,0.09934415032643659,0.34285714285714286,0.19166296949998196,0.22961752206603464,0.12982699610460538,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.999,0.01,decay_rate_0.999_min_0.01,0.9239024390243904,0.009509067653472168,0.1732142857142857,0.09934415032643659,0.34285714285714286,0.19166296949998196,0.22961752206603464,0.12982699610460538,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.999,0.05,decay_rate_0.999_min_0.05,0.9239024390243904,0.009509067653472168,0.1732142857142857,0.09934415032643659,0.34285714285714286,0.19166296949998196,0.22961752206603464,0.12982699610460538,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,4.2,,False,0.99,0.01,base_disabled,0.9648780487804878,0.002181529734146131,0.4,0.22360679774997896,0.11428571428571428,0.06388765649999399,0.17777777777777776,0.09938079899999065,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,4.2,,True,0.95,0.001,decay_rate_0.95_min_0.001,0.9639024390243902,0.004363059468292269,0.0,0.0,0.0,0.0,0.0,0.0,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,4.2,,True,0.95,0.01,decay_rate_0.95_min_0.01,0.9648780487804878,0.002181529734146146,0.0,0.0,0.0,0.0,0.0,0.0,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,4.2,,True,0.95,0.05,decay_rate_0.95_min_0.05,0.9658536585365853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,4.2,,True,0.98,0.001,decay_rate_0.98_min_0.001,0.9648780487804878,0.002181529734146146,0.0,0.0,0.0,0.0,0.0,0.0,0.023245060949978982,366.0,553.0
