dataset,decision_mode,order,smoothing_alpha,score_window,score_threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,transition_density_mean,num_states_mean,num_transitions_mean
BATADAL,avg_negative_log,3,0.01,10,2.5257,0.35121951219512193,0.0,0.05,0.0,1.0,0.0,0.09523809523809523,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,4,0.01,10,2.5257,0.35121951219512193,0.0,0.05,0.0,1.0,0.0,0.09523809523809523,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,2,0.1,5,2.6593,0.4439024390243903,0.0,0.05042016806722689,0.0,0.8571428571428571,0.0,0.09523809523809523,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,3,0.01,5,2.5257,0.4390243902439025,0.0,0.05,0.0,0.8571428571428571,0.0,0.09448818897637795,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,3,0.1,5,2.6593,0.4292682926829269,0.0,0.04918032786885246,0.0,0.8571428571428571,0.0,0.09302325581395349,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,3,0.01,5,2.6593,0.5219512195121951,0.0,0.04950495049504951,0.0,0.7142857142857143,0.0,0.09259259259259259,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,2,0.01,10,2.5257,0.32195121951219513,0.0,0.04794520547945205,0.0,1.0,0.0,0.0915032679738562,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,3,0.1,10,2.6593,0.32195121951219513,0.0,0.04794520547945205,0.0,1.0,0.0,0.0915032679738562,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,4,0.5,5,3.2189,0.3121951219512195,0.0,0.0472972972972973,0.0,1.0,0.0,0.09032258064516129,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,4,1.0,5,3.5066,0.3121951219512195,0.0,0.0472972972972973,0.0,1.0,0.0,0.09032258064516129,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,2,0.01,5,2.5257,0.40975609756097564,0.0,0.047619047619047616,0.0,0.8571428571428571,0.0,0.09022556390977443,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,4,0.1,5,2.6593,0.40487804878048783,0.0,0.047244094488188976,0.0,0.8571428571428571,0.0,0.08955223880597014,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,2,0.1,10,2.6593,0.2926829268292683,0.0,0.046052631578947366,0.0,1.0,0.0,0.0880503144654088,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,2,1.0,10,3.5066,0.28292682926829266,0.0,0.045454545454545456,0.0,1.0,0.0,0.08695652173913043,0.0,0.02516722408026756,184.0,301.0
